年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
202310,臺灣,食,80(含)歲以上,67630,101317959
202310,臺灣,衣,未滿20歲,33299,45251830
202310,臺灣,衣,20(含)-25歲,219683,360624659
202310,臺灣,衣,25(含)-30歲,454452,912190566
202310,臺灣,衣,30(含)-35歲,559616,1215556324
202310,臺灣,衣,35(含)-40歲,553794,1206786281
202310,臺灣,衣,40(含)-45歲,523674,1182729620
202310,臺灣,衣,45(含)-50歲,371138,912340141
202310,臺灣,衣,50(含)-55歲,251112,682399185
202310,臺灣,衣,55(含)-60歲,172354,535268947
202310,臺灣,衣,60(含)-65歲,107189,355274709
202310,臺灣,衣,65(含)-70歲,60150,208531057
202310,臺灣,衣,70(含)-75歲,27415,100402643
202310,臺灣,衣,75(含)-80歲,7247,28326429
202310,臺灣,衣,80(含)歲以上,3894,18308434
202310,臺灣,住,未滿20歲,36053,50481668
202310,臺灣,住,20(含)-25歲,264466,420157637
202310,臺灣,住,25(含)-30歲,616413,1451055574
202310,臺灣,住,30(含)-35歲,779563,2187047643
202310,臺灣,住,35(含)-40歲,806874,2342920459
202310,臺灣,住,40(含)-45歲,843415,2610063930
202310,臺灣,住,45(含)-50歲,643107,2375492298
202310,臺灣,住,50(含)-55歲,472239,1928953553
202310,臺灣,住,55(含)-60歲,346603,1581222440
202310,臺灣,住,60(含)-65歲,225873,1072522366
202310,臺灣,住,65(含)-70歲,131028,650514353
202310,臺灣,住,70(含)-75歲,66282,341095316
202310,臺灣,住,75(含)-80歲,19969,102726110
202310,臺灣,住,80(含)歲以上,10094,54216886
202310,臺灣,行,未滿20歲,295878,117070142
202310,臺灣,行,20(含)-25歲,1970688,1005068976
202310,臺灣,行,25(含)-30歲,3914929,2770261667
202310,臺灣,行,30(含)-35歲,4402228,3768260258
202310,臺灣,行,35(含)-40歲,4302645,4155401717
202310,臺灣,行,40(含)-45歲,4661697,4967749096
202310,臺灣,行,45(含)-50歲,3980701,4756039951
202310,臺灣,行,50(含)-55歲,3185454,4150910318
202310,臺灣,行,55(含)-60歲,2360612,3328022931
202310,臺灣,行,60(含)-65歲,1543466,2290434532
202310,臺灣,行,65(含)-70歲,860804,1270664117
202310,臺灣,行,70(含)-75歲,390587,560272386
202310,臺灣,行,75(含)-80歲,100451,147225601
202310,臺灣,行,80(含)歲以上,39748,63515291
202310,臺灣,文教康樂,未滿20歲,115945,140018926
202310,臺灣,文教康樂,20(含)-25歲,730310,1425044945
202310,臺灣,文教康樂,25(含)-30歲,1566026,4134471749
202310,臺灣,文教康樂,30(含)-35歲,1785089,4994732398
202310,臺灣,文教康樂,35(含)-40歲,1739205,5159372764
202310,臺灣,文教康樂,40(含)-45歲,1832999,5929449395
202310,臺灣,文教康樂,45(含)-50歲,1395678,5327655227
202310,臺灣,文教康樂,50(含)-55歲,946725,4312857139
202310,臺灣,文教康樂,55(含)-60歲,627467,3460270336
202310,臺灣,文教康樂,60(含)-65歲,374623,2509884851
202310,臺灣,文教康樂,65(含)-70歲,209848,1695606620
202310,臺灣,文教康樂,70(含)-75歲,103101,927651100
202310,臺灣,文教康樂,75(含)-80歲,29075,276286735
202310,臺灣,文教康樂,80(含)歲以上,15352,119291153
202310,臺灣,百貨,未滿20歲,387461,288902088
202310,臺灣,百貨,20(含)-25歲,2497680,1923393446
202310,臺灣,百貨,25(含)-30歲,5525476,5956892828
202310,臺灣,百貨,30(含)-35歲,6954362,8560484376
202310,臺灣,百貨,35(含)-40歲,7519920,9755501636
202310,臺灣,百貨,40(含)-45歲,8506521,11558650125
202310,臺灣,百貨,45(含)-50歲,7147382,10368471776
202310,臺灣,百貨,50(含)-55歲,5335253,8656610521
202310,臺灣,百貨,55(含)-60歲,3856956,6789209364
202310,臺灣,百貨,60(含)-65歲,2513021,4559517436
202310,臺灣,百貨,65(含)-70歲,1548890,2793877952
202310,臺灣,百貨,70(含)-75歲,831865,1535281438
202310,臺灣,百貨,75(含)-80歲,245708,489730752
202310,臺灣,百貨,80(含)歲以上,112442,206114917
202310,臺灣,其他,未滿20歲,100167,96486211
202310,臺灣,其他,20(含)-25歲,844504,1275499758
202310,臺灣,其他,25(含)-30歲,2325330,4680788591
202310,臺灣,其他,30(含)-35歲,3197192,7232135823
202310,臺灣,其他,35(含)-40歲,3577398,8734019179
202310,臺灣,其他,40(含)-45歲,4262423,11241152807
202310,臺灣,其他,45(含)-50歲,3917073,11388735925
202310,臺灣,其他,50(含)-55歲,3186959,10442380909
202310,臺灣,其他,55(含)-60歲,2390817,8792999063
202310,臺灣,其他,60(含)-65歲,1543389,6752498048
202310,臺灣,其他,65(含)-70歲,857564,3967406265
202310,臺灣,其他,70(含)-75歲,412648,2103354057
202310,臺灣,其他,75(含)-80歲,115223,654586142
202310,臺灣,其他,80(含)歲以上,61496,286342663
202311,臺灣,食,未滿20歲,929185,191688469
202311,臺灣,食,20(含)-25歲,5461395,1555127123
202311,臺灣,食,25(含)-30歲,9927582,3618586237
202311,臺灣,食,30(含)-35歲,10852631,4474012007
202311,臺灣,食,35(含)-40歲,10118540,4423516820
202311,臺灣,食,40(含)-45歲,9765102,4691987358
202311,臺灣,食,45(含)-50歲,7100636,3936808877
202311,臺灣,食,50(含)-55歲,4396909,2932139970
202311,臺灣,食,55(含)-60歲,2661689,2203117887
202311,臺灣,食,60(含)-65歲,1469284,1527047665
202311,臺灣,食,65(含)-70歲,837486,972964702
202311,臺灣,食,70(含)-75歲,415313,547237801
202311,臺灣,食,75(含)-80歲,135485,184348783
202311,臺灣,食,80(含)歲以上,68649,106012987
202311,臺灣,衣,未滿20歲,38215,53095846
202311,臺灣,衣,20(含)-25歲,250749,426033583
202311,臺灣,衣,25(含)-30歲,509367,1062391571
202311,臺灣,衣,30(含)-35歲,631658,1419555349
202311,臺灣,衣,35(含)-40歲,631356,1437485256
202311,臺灣,衣,40(含)-45歲,603194,1448198627
202311,臺灣,衣,45(含)-50歲,418061,1091062017
202311,臺灣,衣,50(含)-55歲,270705,775441656
202311,臺灣,衣,55(含)-60歲,183302,606833591
202311,臺灣,衣,60(含)-65歲,112986,391831811
202311,臺灣,衣,65(含)-70歲,62580,235041095
202311,臺灣,衣,70(含)-75歲,29405,111603497
202311,臺灣,衣,75(含)-80歲,7687,32184295
202311,臺灣,衣,80(含)歲以上,3974,17536952
202311,臺灣,住,未滿20歲,35895,52489025
202311,臺灣,住,20(含)-25歲,275017,441801164
202311,臺灣,住,25(含)-30歲,645875,1551172266
202311,臺灣,住,30(含)-35歲,832688,2393461824
202311,臺灣,住,35(含)-40歲,865646,2554832394
202311,臺灣,住,40(含)-45歲,899674,2798564481
202311,臺灣,住,45(含)-50歲,680965,2524830447
202311,臺灣,住,50(含)-55歲,496383,2080781549
202311,臺灣,住,55(含)-60歲,366511,1715547704
202311,臺灣,住,60(含)-65歲,239266,1195196210
202311,臺灣,住,65(含)-70歲,137993,723841275
202311,臺灣,住,70(含)-75歲,70211,381135989
202311,臺灣,住,75(含)-80歲,21310,117422845
202311,臺灣,住,80(含)歲以上,10492,56278191
202311,臺灣,行,未滿20歲,296661,119699154
202311,臺灣,行,20(含)-25歲,1939065,994690920
202311,臺灣,行,25(含)-30歲,3806766,2736647260
202311,臺灣,行,30(含)-35歲,4341993,3732199491
202311,臺灣,行,35(含)-40歲,4278144,4165372739
202311,臺灣,行,40(含)-45歲,4655086,5033654417
202311,臺灣,行,45(含)-50歲,3983483,4818549772
202311,臺灣,行,50(含)-55歲,3192251,4284985877
202311,臺灣,行,55(含)-60歲,2377678,3461251085
202311,臺灣,行,60(含)-65歲,1554606,2347945471
202311,臺灣,行,65(含)-70歲,874066,1304409254
202311,臺灣,行,70(含)-75歲,397930,570120255
202311,臺灣,行,75(含)-80歲,103720,150036851
202311,臺灣,行,80(含)歲以上,39990,63555992
202311,臺灣,文教康樂,未滿20歲,106307,124750178
202311,臺灣,文教康樂,20(含)-25歲,693765,1201557484
202311,臺灣,文教康樂,25(含)-30歲,1524028,3430211192
202311,臺灣,文教康樂,30(含)-35歲,1761642,4280836573
202311,臺灣,文教康樂,35(含)-40歲,1730646,4512747022
202311,臺灣,文教康樂,40(含)-45歲,1809722,5362876116
202311,臺灣,文教康樂,45(含)-50歲,1368256,4813644249
202311,臺灣,文教康樂,50(含)-55歲,926140,3868031210
202311,臺灣,文教康樂,55(含)-60歲,623843,3143891797
202311,臺灣,文教康樂,60(含)-65歲,377978,2305314133
202311,臺灣,文教康樂,65(含)-70歲,211390,1541396581
202311,臺灣,文教康樂,70(含)-75歲,103315,818442349
202311,臺灣,文教康樂,75(含)-80歲,29105,259565706
202311,臺灣,文教康樂,80(含)歲以上,15436,113256105
202311,臺灣,百貨,未滿20歲,392766,289223438
202311,臺灣,百貨,20(含)-25歲,2496587,2003532397
202311,臺灣,百貨,25(含)-30歲,5552425,6401350162
202311,臺灣,百貨,30(含)-35歲,7081266,9657972820
202311,臺灣,百貨,35(含)-40歲,7720250,11346855749
202311,臺灣,百貨,40(含)-45歲,8737385,13131811794
202311,臺灣,百貨,45(含)-50歲,7310667,11462465987
202311,臺灣,百貨,50(含)-55歲,5436378,9492045905
202311,臺灣,百貨,55(含)-60歲,3933679,7254553167
202311,臺灣,百貨,60(含)-65歲,2551617,4923213496
202311,臺灣,百貨,65(含)-70歲,1576787,3030000522
202311,臺灣,百貨,70(含)-75歲,848821,1562529481
202311,臺灣,百貨,75(含)-80歲,253457,484245016
202311,臺灣,百貨,80(含)歲以上,115755,243163391
202311,臺灣,其他,未滿20歲,102969,95451164
202311,臺灣,其他,20(含)-25歲,856251,1265424627
202311,臺灣,其他,25(含)-30歲,2344080,4693040601
202311,臺灣,其他,30(含)-35歲,3257794,7607722169
202311,臺灣,其他,35(含)-40歲,3653929,9173085719
202311,臺灣,其他,40(含)-45歲,4339555,11884644398
202311,臺灣,其他,45(含)-50歲,3994721,12136673249
202311,臺灣,其他,50(含)-55歲,3251754,11181350383
202311,臺灣,其他,55(含)-60歲,2451730,9466005841
202311,臺灣,其他,60(含)-65歲,1581786,6862352941
202311,臺灣,其他,65(含)-70歲,883898,4384425775
202311,臺灣,其他,70(含)-75歲,432801,2572819046
202311,臺灣,其他,75(含)-80歲,122724,769806653
202311,臺灣,其他,80(含)歲以上,65013,445140224
202312,臺灣,食,未滿20歲,966094,212829293
202312,臺灣,食,20(含)-25歲,5803624,1777252654
202312,臺灣,食,25(含)-30歲,10475038,4028409034
202312,臺灣,食,30(含)-35歲,11461750,4974574325
202312,臺灣,食,35(含)-40歲,10695836,4954973398
202312,臺灣,食,40(含)-45歲,10314441,5331263730
202312,臺灣,食,45(含)-50歲,7564957,4497819056
202312,臺灣,食,50(含)-55歲,4688495,3351709100
202312,臺灣,食,55(含)-60歲,2834938,2453942010
202312,臺灣,食,60(含)-65歲,1554083,1677643750
202312,臺灣,食,65(含)-70歲,882102,1061603442
202312,臺灣,食,70(含)-75歲,435257,595938941
202312,臺灣,食,75(含)-80歲,140385,202738230
202312,臺灣,食,80(含)歲以上,71553,112871244
202312,臺灣,衣,未滿20歲,38144,51774624
202312,臺灣,衣,20(含)-25歲,258676,427240127
202312,臺灣,衣,25(含)-30歲,514859,1054518225
202312,臺灣,衣,30(含)-35歲,641169,1432099902
202312,臺灣,衣,35(含)-40歲,665400,1540292418
202312,臺灣,衣,40(含)-45歲,668384,1628002643
202312,臺灣,衣,45(含)-50歲,489895,1290745564
202312,臺灣,衣,50(含)-55歲,319006,920785972
202312,臺灣,衣,55(含)-60歲,213490,690235180
202312,臺灣,衣,60(含)-65歲,131059,453013404
202312,臺灣,衣,65(含)-70歲,72626,267208253
202312,臺灣,衣,70(含)-75歲,33090,130857965
202312,臺灣,衣,75(含)-80歲,8627,35301903
202312,臺灣,衣,80(含)歲以上,4516,18515178
202312,臺灣,住,未滿20歲,38197,54464799
202312,臺灣,住,20(含)-25歲,291745,467412399
202312,臺灣,住,25(含)-30歲,655481,1535288434
202312,臺灣,住,30(含)-35歲,826840,2270969856
202312,臺灣,住,35(含)-40歲,860917,2486895186
202312,臺灣,住,40(含)-45歲,902219,2680806398
202312,臺灣,住,45(含)-50歲,691752,2458025858
202312,臺灣,住,50(含)-55歲,504955,2010164889
202312,臺灣,住,55(含)-60歲,375294,1661222949
202312,臺灣,住,60(含)-65歲,244785,1160079603
202312,臺灣,住,65(含)-70歲,142148,705914675
202312,臺灣,住,70(含)-75歲,73173,359862146
202312,臺灣,住,75(含)-80歲,22129,112042620
202312,臺灣,住,80(含)歲以上,10807,58719094
202312,臺灣,行,未滿20歲,317570,130070982
202312,臺灣,行,20(含)-25歲,2107096,1078451157
202312,臺灣,行,25(含)-30歲,4071475,2891669981
202312,臺灣,行,30(含)-35歲,4578037,3885027655
202312,臺灣,行,35(含)-40歲,4478187,4356520643
202312,臺灣,行,40(含)-45歲,4843993,5235390538
202312,臺灣,行,45(含)-50歲,4156427,5019920924
202312,臺灣,行,50(含)-55歲,3298626,4421434040
202312,臺灣,行,55(含)-60歲,2451672,3545369625
202312,臺灣,行,60(含)-65歲,1597398,2405685175
202312,臺灣,行,65(含)-70歲,894588,1323610718
202312,臺灣,行,70(含)-75歲,407088,577459510
202312,臺灣,行,75(含)-80歲,106888,155032071
202312,臺灣,行,80(含)歲以上,40809,61523427
202312,臺灣,文教康樂,未滿20歲,111855,114705417
202312,臺灣,文教康樂,20(含)-25歲,732234,1106592746
202312,臺灣,文教康樂,25(含)-30歲,1555502,3103499609
202312,臺灣,文教康樂,30(含)-35歲,1793303,3954322645
202312,臺灣,文教康樂,35(含)-40歲,1764152,4298396992
202312,臺灣,文教康樂,40(含)-45歲,1858012,5108210012
202312,臺灣,文教康樂,45(含)-50歲,1427679,4734142874
202312,臺灣,文教康樂,50(含)-55歲,961629,3731204967
202312,臺灣,文教康樂,55(含)-60歲,642067,2924056705
202312,臺灣,文教康樂,60(含)-65歲,384184,2098955154
202312,臺灣,文教康樂,65(含)-70歲,213486,1318381955
202312,臺灣,文教康樂,70(含)-75歲,103543,691815564
202312,臺灣,文教康樂,75(含)-80歲,29713,216794301
202312,臺灣,文教康樂,80(含)歲以上,15115,91622612
202312,臺灣,百貨,未滿20歲,398077,286125266
202312,臺灣,百貨,20(含)-25歲,2584429,1985454243
202312,臺灣,百貨,25(含)-30歲,5466151,5756743363
202312,臺灣,百貨,30(含)-35歲,6899599,8254080139
202312,臺灣,百貨,35(含)-40歲,7588931,9411998906
202312,臺灣,百貨,40(含)-45歲,8691772,11265621101
202312,臺灣,百貨,45(含)-50歲,7382610,10084198688
202312,臺灣,百貨,50(含)-55歲,5476450,8284907752
202312,臺灣,百貨,55(含)-60歲,3969211,6312705093
202312,臺灣,百貨,60(含)-65歲,2573841,4210352222
202312,臺灣,百貨,65(含)-70歲,1586272,2511948655
202312,臺灣,百貨,70(含)-75歲,863356,1344890525
202312,臺灣,百貨,75(含)-80歲,260292,405647904
202312,臺灣,百貨,80(含)歲以上,117341,196476694
202312,臺灣,其他,未滿20歲,100700,96173263
202312,臺灣,其他,20(含)-25歲,850689,1273886684
202312,臺灣,其他,25(含)-30歲,2314442,4996303321
202312,臺灣,其他,30(含)-35歲,3220826,8122234127
202312,臺灣,其他,35(含)-40歲,3624808,9877539789
202312,臺灣,其他,40(含)-45歲,4289614,12584814601
202312,臺灣,其他,45(含)-50歲,3948003,12687464632
202312,臺灣,其他,50(含)-55歲,3201807,11778264311
202312,臺灣,其他,55(含)-60歲,2404819,9859263219
202312,臺灣,其他,60(含)-65歲,1544290,7050155876
202312,臺灣,其他,65(含)-70歲,858972,4134453199
202312,臺灣,其他,70(含)-75歲,419845,2192886572
202312,臺灣,其他,75(含)-80歲,119142,764021931
202312,臺灣,其他,80(含)歲以上,63027,311281923
202401,臺灣,食,未滿20歲,782454,196632093
202401,臺灣,食,20(含)-25歲,5401960,1667724707
202401,臺灣,食,25(含)-30歲,10353958,3936394588
202401,臺灣,食,30(含)-35歲,11349787,4915944105
202401,臺灣,食,35(含)-40歲,10593388,5022016039
202401,臺灣,食,40(含)-45歲,10212854,5464906737
202401,臺灣,食,45(含)-50歲,7524034,4729260304
202401,臺灣,食,50(含)-55歲,4703885,3602647089
202401,臺灣,食,55(含)-60歲,2866323,2694813830
202401,臺灣,食,60(含)-65歲,1571123,1797721790
202401,臺灣,食,65(含)-70歲,899764,1128421206
202401,臺灣,食,70(含)-75歲,446709,631961532
202401,臺灣,食,75(含)-80歲,145755,219186729
202401,臺灣,食,80(含)歲以上,72952,118537246
202401,臺灣,衣,未滿20歲,31557,44941244
202401,臺灣,衣,20(含)-25歲,228555,381815433
202401,臺灣,衣,25(含)-30歲,466630,942962666
202401,臺灣,衣,30(含)-35歲,598824,1281996076
202401,臺灣,衣,35(含)-40歲,620073,1369823068
202401,臺灣,衣,40(含)-45歲,617285,1437544280
202401,臺灣,衣,45(含)-50歲,454628,1166892617
202401,臺灣,衣,50(含)-55歲,303440,864740491
202401,臺灣,衣,55(含)-60歲,207017,672036410
202401,臺灣,衣,60(含)-65歲,125967,441038931
202401,臺灣,衣,65(含)-70歲,69210,259575478
202401,臺灣,衣,70(含)-75歲,31876,120023809
202401,臺灣,衣,75(含)-80歲,8308,34560286
202401,臺灣,衣,80(含)歲以上,4237,17388483
202401,臺灣,住,未滿20歲,35933,56423607
202401,臺灣,住,20(含)-25歲,276345,446445815
202401,臺灣,住,25(含)-30歲,633611,1479447026
202401,臺灣,住,30(含)-35歲,821251,2201033291
202401,臺灣,住,35(含)-40歲,871373,2470947590
202401,臺灣,住,40(含)-45歲,915172,2711921135
202401,臺灣,住,45(含)-50歲,716548,2530683692
202401,臺灣,住,50(含)-55歲,525252,2104615093
202401,臺灣,住,55(含)-60歲,389235,1731538316
202401,臺灣,住,60(含)-65歲,251035,1158489095
202401,臺灣,住,65(含)-70歲,150242,741198502
202401,臺灣,住,70(含)-75歲,76477,377425796
202401,臺灣,住,75(含)-80歲,23239,115243632
202401,臺灣,住,80(含)歲以上,11131,56517635
202401,臺灣,行,未滿20歲,271836,116212797
202401,臺灣,行,20(含)-25歲,2035682,1042741150
202401,臺灣,行,25(含)-30歲,3972782,2784844376
202401,臺灣,行,30(含)-35歲,4496397,3712015869
202401,臺灣,行,35(含)-40歲,4416413,4136663641
202401,臺灣,行,40(含)-45歲,4781861,4888581532
202401,臺灣,行,45(含)-50歲,4118708,4882070483
202401,臺灣,行,50(含)-55歲,3279537,4259249063
202401,臺灣,行,55(含)-60歲,2452072,3336212410
202401,臺灣,行,60(含)-65歲,1601486,2371975574
202401,臺灣,行,65(含)-70歲,906435,1336765035
202401,臺灣,行,70(含)-75歲,414838,617751859
202401,臺灣,行,75(含)-80歲,110501,157485551
202401,臺灣,行,80(含)歲以上,41581,65498100
202401,臺灣,文教康樂,未滿20歲,107672,137841767
202401,臺灣,文教康樂,20(含)-25歲,684401,1163594659
202401,臺灣,文教康樂,25(含)-30歲,1440163,3209947468
202401,臺灣,文教康樂,30(含)-35歲,1680516,4111898041
202401,臺灣,文教康樂,35(含)-40歲,1673859,4707194952
202401,臺灣,文教康樂,40(含)-45歲,1792262,6378162748
202401,臺灣,文教康樂,45(含)-50歲,1415036,6338493129
202401,臺灣,文教康樂,50(含)-55歲,955882,4882733416
202401,臺灣,文教康樂,55(含)-60歲,627507,3505619571
202401,臺灣,文教康樂,60(含)-65歲,370305,2341216764
202401,臺灣,文教康樂,65(含)-70歲,206914,1513236556
202401,臺灣,文教康樂,70(含)-75歲,101928,811552048
202401,臺灣,文教康樂,75(含)-80歲,29520,251441954
202401,臺灣,文教康樂,80(含)歲以上,15030,109064333
202401,臺灣,百貨,未滿20歲,317934,263337447
202401,臺灣,百貨,20(含)-25歲,2317363,1871977407
202401,臺灣,百貨,25(含)-30歲,5089313,5455139149
202401,臺灣,百貨,30(含)-35歲,6536460,8010371695
202401,臺灣,百貨,35(含)-40歲,7254384,9388353454
202401,臺灣,百貨,40(含)-45歲,8316368,11275018295
202401,臺灣,百貨,45(含)-50歲,7138230,10349689611
202401,臺灣,百貨,50(含)-55歲,5383769,8690368862
202401,臺灣,百貨,55(含)-60歲,3957232,6854989157
202401,臺灣,百貨,60(含)-65歲,2597207,4581430028
202401,臺灣,百貨,65(含)-70歲,1625151,2763870174
202401,臺灣,百貨,70(含)-75歲,892129,1463169265
202401,臺灣,百貨,75(含)-80歲,274096,461146862
202401,臺灣,百貨,80(含)歲以上,121160,211877431
202401,臺灣,其他,未滿20歲,99962,98754464
202401,臺灣,其他,20(含)-25歲,882954,1290036768
202401,臺灣,其他,25(含)-30歲,2392459,4738976454
202401,臺灣,其他,30(含)-35歲,3302673,7492365002
202401,臺灣,其他,35(含)-40歲,3701210,9107600170
202401,臺灣,其他,40(含)-45歲,4354755,11654876778
202401,臺灣,其他,45(含)-50歲,4041043,11791718052
202401,臺灣,其他,50(含)-55歲,3283251,11075821391
202401,臺灣,其他,55(含)-60歲,2477095,9060489021
202401,臺灣,其他,60(含)-65歲,1596618,6887151121
202401,臺灣,其他,65(含)-70歲,896797,3924197607
202401,臺灣,其他,70(含)-75歲,442453,2100801056
202401,臺灣,其他,75(含)-80歲,126826,547743963
202401,臺灣,其他,80(含)歲以上,65209,266132773
202402,臺灣,食,未滿20歲,712636,181434266
202402,臺灣,食,20(含)-25歲,4809846,1540706658
202402,臺灣,食,25(含)-30歲,9436686,3702796618
202402,臺灣,食,30(含)-35歲,10498558,4553392631
202402,臺灣,食,35(含)-40歲,9836085,4632468645
202402,臺灣,食,40(含)-45歲,9521670,5034573644
202402,臺灣,食,45(含)-50歲,6977649,4321618740
202402,臺灣,食,50(含)-55歲,4396750,3338059056
202402,臺灣,食,55(含)-60歲,2678515,2511123513
202402,臺灣,食,60(含)-65歲,1462349,1692316824
202402,臺灣,食,65(含)-70歲,826015,1079011274
202402,臺灣,食,70(含)-75歲,413341,623152625
202402,臺灣,食,75(含)-80歲,135977,225047965
202402,臺灣,食,80(含)歲以上,67022,123677771
202402,臺灣,衣,未滿20歲,33955,48841290
202402,臺灣,衣,20(含)-25歲,214093,370546496
202402,臺灣,衣,25(含)-30歲,409538,844574322
202402,臺灣,衣,30(含)-35歲,501955,1084555311
202402,臺灣,衣,35(含)-40歲,500543,1090074951
202402,臺灣,衣,40(含)-45歲,505666,1146485345
202402,臺灣,衣,45(含)-50歲,390215,964159718
202402,臺灣,衣,50(含)-55歲,269541,753963389
202402,臺灣,衣,55(含)-60歲,184842,573305585
202402,臺灣,衣,60(含)-65歲,110950,368184192
202402,臺灣,衣,65(含)-70歲,60259,209860114
202402,臺灣,衣,70(含)-75歲,27123,94972711
202402,臺灣,衣,75(含)-80歲,7365,27505373
202402,臺灣,衣,80(含)歲以上,3475,15585944
202402,臺灣,住,未滿20歲,40424,60121866
202402,臺灣,住,20(含)-25歲,275339,457231104
202402,臺灣,住,25(含)-30歲,587311,1379562907
202402,臺灣,住,30(含)-35歲,747711,1979081256
202402,臺灣,住,35(含)-40歲,788470,2191126847
202402,臺灣,住,40(含)-45歲,838336,2450360239
202402,臺灣,住,45(含)-50歲,666286,2310269070
202402,臺灣,住,50(含)-55歲,488700,1867856246
202402,臺灣,住,55(含)-60歲,359806,1517667602
202402,臺灣,住,60(含)-65歲,232103,1030439903
202402,臺灣,住,65(含)-70歲,134325,642605846
202402,臺灣,住,70(含)-75歲,68740,327145113
202402,臺灣,住,75(含)-80歲,20876,106760444
202402,臺灣,住,80(含)歲以上,10196,56296616
202402,臺灣,行,未滿20歲,255907,108901355
202402,臺灣,行,20(含)-25歲,1857088,954136724
202402,臺灣,行,25(含)-30歲,3607376,2451534310
202402,臺灣,行,30(含)-35歲,4094738,3298225037
202402,臺灣,行,35(含)-40歲,4025659,3666820500
202402,臺灣,行,40(含)-45歲,4350140,4343983616
202402,臺灣,行,45(含)-50歲,3759270,4146420138
202402,臺灣,行,50(含)-55歲,3000140,3516136892
202402,臺灣,行,55(含)-60歲,2254251,2777206123
202402,臺灣,行,60(含)-65歲,1475978,1902100390
202402,臺灣,行,65(含)-70歲,832456,1078761960
202402,臺灣,行,70(含)-75歲,381903,493273068
202402,臺灣,行,75(含)-80歲,102424,130530219
202402,臺灣,行,80(含)歲以上,38101,52443473
202402,臺灣,文教康樂,未滿20歲,123341,181325403
202402,臺灣,文教康樂,20(含)-25歲,730578,1426712147
202402,臺灣,文教康樂,25(含)-30歲,1469810,3336104253
202402,臺灣,文教康樂,30(含)-35歲,1685316,4013926278
202402,臺灣,文教康樂,35(含)-40歲,1666226,4364395057
202402,臺灣,文教康樂,40(含)-45歲,1816087,5940297792
202402,臺灣,文教康樂,45(含)-50歲,1492982,7256184577
202402,臺灣,文教康樂,50(含)-55歲,1030522,6461883103
202402,臺灣,文教康樂,55(含)-60歲,649579,4082489995
202402,臺灣,文教康樂,60(含)-65歲,362057,2202270140
202402,臺灣,文教康樂,65(含)-70歲,195904,1306701996
202402,臺灣,文教康樂,70(含)-75歲,95812,690519999
202402,臺灣,文教康樂,75(含)-80歲,27675,213480921
202402,臺灣,文教康樂,80(含)歲以上,14443,99109767
202402,臺灣,百貨,未滿20歲,334154,284617229
202402,臺灣,百貨,20(含)-25歲,2259137,1990824825
202402,臺灣,百貨,25(含)-30歲,4877584,5536942877
202402,臺灣,百貨,30(含)-35歲,6272614,7840742847
202402,臺灣,百貨,35(含)-40歲,6904596,8894259679
202402,臺灣,百貨,40(含)-45歲,7922453,10476562169
202402,臺灣,百貨,45(含)-50歲,6784987,9522491222
202402,臺灣,百貨,50(含)-55歲,5099991,7921748137
202402,臺灣,百貨,55(含)-60歲,3727511,6007929383
202402,臺灣,百貨,60(含)-65歲,2413087,3965277655
202402,臺灣,百貨,65(含)-70歲,1481166,2310227485
202402,臺灣,百貨,70(含)-75歲,811988,1208137872
202402,臺灣,百貨,75(含)-80歲,250200,372515609
202402,臺灣,百貨,80(含)歲以上,110233,177606828
202402,臺灣,其他,未滿20歲,95646,610219540
202402,臺灣,其他,20(含)-25歲,823142,1174593100
202402,臺灣,其他,25(含)-30歲,2195290,4034955832
202402,臺灣,其他,30(含)-35歲,2996438,6123593373
202402,臺灣,其他,35(含)-40歲,3324396,7309255481
202402,臺灣,其他,40(含)-45歲,3905011,9163246742
202402,臺灣,其他,45(含)-50歲,3591751,9253765155
202402,臺灣,其他,50(含)-55歲,2873809,8189520319
202402,臺灣,其他,55(含)-60歲,2154735,6708260008
202402,臺灣,其他,60(含)-65歲,1378406,4637391036
202402,臺灣,其他,65(含)-70歲,767102,2857964951
202402,臺灣,其他,70(含)-75歲,376391,1362087956
202402,臺灣,其他,75(含)-80歲,108239,443441613
202402,臺灣,其他,80(含)歲以上,54706,214162588
202403,臺灣,食,未滿20歲,1019121,220121126
202403,臺灣,食,20(含)-25歲,5937714,1708017150
202403,臺灣,食,25(含)-30歲,10489765,3779988399
202403,臺灣,食,30(含)-35歲,11419385,4586995830
202403,臺灣,食,35(含)-40歲,10612490,4581268187
202403,臺灣,食,40(含)-45歲,10322170,4879275147
202403,臺灣,食,45(含)-50歲,7594505,4091723506
202403,臺灣,食,50(含)-55歲,4747450,3025266593
202403,臺灣,食,55(含)-60歲,2877612,2257623418
202403,臺灣,食,60(含)-65歲,1559249,1537622589
202403,臺灣,食,65(含)-70歲,883398,979941740
202403,臺灣,食,70(含)-75歲,445121,563692009
202403,臺灣,食,75(含)-80歲,148706,200232919
202403,臺灣,食,80(含)歲以上,75495,110166519
202403,臺灣,衣,未滿20歲,34361,43365855
202403,臺灣,衣,20(含)-25歲,222098,348716406
202403,臺灣,衣,25(含)-30歲,434399,846826113
202403,臺灣,衣,30(含)-35歲,547911,1166251870
202403,臺灣,衣,35(含)-40歲,551048,1191322493
202403,臺灣,衣,40(含)-45歲,531558,1178539292
