年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣]
201401,臺灣,食,未滿20歲,11424,19735674
201401,臺灣,食,20(含)-25歲,241527,287356853
201401,臺灣,食,25(含)-30歲,912864,1279850142
201401,臺灣,食,30(含)-35歲,1731682,2632920544
201401,臺灣,食,35(含)-40歲,2175747,3439299617
201401,臺灣,食,40(含)-45歲,2256695,3744015542
201401,臺灣,食,45(含)-50歲,2103541,3561357770
201401,臺灣,食,50(含)-55歲,1658880,2928097746
201401,臺灣,食,55(含)-60歲,1171728,2114146945
201401,臺灣,食,60(含)-65歲,757042,1337749581
201401,臺灣,食,65(含)-70歲,294047,478944788
201401,臺灣,食,70(含)-75歲,134747,214941908
201401,臺灣,食,75(含)-80歲,54827,86900297
201401,臺灣,食,80(含)歲以上,44952,78367457
201401,臺灣,衣,未滿20歲,3755,8508927
201401,臺灣,衣,20(含)-25歲,80083,188940440
201401,臺灣,衣,25(含)-30歲,230807,586978455
201401,臺灣,衣,30(含)-35歲,398551,1040481032
201401,臺灣,衣,35(含)-40歲,453940,1212533328
201401,臺灣,衣,40(含)-45歲,420302,1211674958
201401,臺灣,衣,45(含)-50歲,344288,1120044160
201401,臺灣,衣,50(含)-55歲,220779,820454844
201401,臺灣,衣,55(含)-60歲,125173,521380316
201401,臺灣,衣,60(含)-65歲,63680,270662886
201401,臺灣,衣,65(含)-70歲,19920,83289633
201401,臺灣,衣,70(含)-75歲,6854,30919296
201401,臺灣,衣,75(含)-80歲,2185,10132954
201401,臺灣,衣,80(含)歲以上,6054,25072328
201401,臺灣,住,未滿20歲,2262,17761071
201401,臺灣,住,20(含)-25歲,43373,164834966
201401,臺灣,住,25(含)-30歲,172912,714701446
201401,臺灣,住,30(含)-35歲,328094,1477099752
201401,臺灣,住,35(含)-40歲,395091,1878149759
201401,臺灣,住,40(含)-45歲,399507,1988973094
201401,臺灣,住,45(含)-50歲,366616,1943301577
201401,臺灣,住,50(含)-55歲,280015,1494819682
201401,臺灣,住,55(含)-60歲,190959,1172323756
201401,臺灣,住,60(含)-65歲,111336,666983237
201401,臺灣,住,65(含)-70歲,40496,220840864
201401,臺灣,住,70(含)-75歲,16858,90780722
201401,臺灣,住,75(含)-80歲,6666,36651351
201401,臺灣,住,80(含)歲以上,7304,51514098
201401,臺灣,行,未滿20歲,18570,16450625
201401,臺灣,行,20(含)-25歲,365014,255058082
201401,臺灣,行,25(含)-30歲,1328697,1125870969
201401,臺灣,行,30(含)-35歲,2148372,2133278494
201401,臺灣,行,35(含)-40歲,2221930,2523263931
201401,臺灣,行,40(含)-45歲,2059146,2530592739
201401,臺灣,行,45(含)-50歲,1828097,2324339064
201401,臺灣,行,50(含)-55歲,1464829,1889388530
201401,臺灣,行,55(含)-60歲,998025,1289767033
201401,臺灣,行,60(含)-65歲,562931,712780369
201401,臺灣,行,65(含)-70歲,185298,219698307
201401,臺灣,行,70(含)-75歲,67337,81629096
201401,臺灣,行,75(含)-80歲,20105,24668615
201401,臺灣,行,80(含)歲以上,21367,28706040
201401,臺灣,文教康樂,未滿20歲,8015,44220468
201401,臺灣,文教康樂,20(含)-25歲,153249,495455195
201401,臺灣,文教康樂,25(含)-30歲,449904,1615838621
201401,臺灣,文教康樂,30(含)-35歲,627322,2627152057
201401,臺灣,文教康樂,35(含)-40歲,645717,3080734386
201401,臺灣,文教康樂,40(含)-45歲,610806,3489212219
201401,臺灣,文教康樂,45(含)-50歲,510983,3407361953
201401,臺灣,文教康樂,50(含)-55歲,343947,2578881176
201401,臺灣,文教康樂,55(含)-60歲,203725,1623577613
201401,臺灣,文教康樂,60(含)-65歲,114238,946476713
201401,臺灣,文教康樂,65(含)-70歲,41235,355237451
201401,臺灣,文教康樂,70(含)-75歲,17156,153809267
201401,臺灣,文教康樂,75(含)-80歲,6444,60506527
201401,臺灣,文教康樂,80(含)歲以上,10037,85919498
201401,臺灣,百貨,未滿20歲,8723,21489737
201401,臺灣,百貨,20(含)-25歲,191773,423897196
201401,臺灣,百貨,25(含)-30歲,657071,1651281176
201401,臺灣,百貨,30(含)-35歲,1129687,2893149452
201401,臺灣,百貨,35(含)-40歲,1271010,3382956726
201401,臺灣,百貨,40(含)-45歲,1154919,3334743656
201401,臺灣,百貨,45(含)-50歲,951686,3017239228
201401,臺灣,百貨,50(含)-55歲,644636,2296893971
201401,臺灣,百貨,55(含)-60歲,397994,1458518365
201401,臺灣,百貨,60(含)-65歲,229278,823632391
201401,臺灣,百貨,65(含)-70歲,81265,285953773
201401,臺灣,百貨,70(含)-75歲,34198,122306112
201401,臺灣,百貨,75(含)-80歲,14855,48726729
201401,臺灣,百貨,80(含)歲以上,15135,47988628
201401,臺灣,其他,未滿20歲,13980,28413792
201401,臺灣,其他,20(含)-25歲,355666,838803461
201401,臺灣,其他,25(含)-30歲,1400435,3453222662
201401,臺灣,其他,30(含)-35歲,2533010,6712638461
201401,臺灣,其他,35(含)-40歲,2919460,8673944452
201401,臺灣,其他,40(含)-45歲,2666890,8880039864
201401,臺灣,其他,45(含)-50歲,2260809,8504118200
201401,臺灣,其他,50(含)-55歲,1594407,6748792244
201401,臺灣,其他,55(含)-60歲,988972,4504590061
201401,臺灣,其他,60(含)-65歲,531217,2586203793
201401,臺灣,其他,65(含)-70歲,164496,846936169
201401,臺灣,其他,70(含)-75歲,60567,336235031
201401,臺灣,其他,75(含)-80歲,19697,97279605
201401,臺灣,其他,80(含)歲以上,33841,199227240
201402,臺灣,食,未滿20歲,9929,15124668
201402,臺灣,食,20(含)-25歲,205994,228548055
201402,臺灣,食,25(含)-30歲,765577,960572952
201402,臺灣,食,30(含)-35歲,1432914,1848257137
201402,臺灣,食,35(含)-40歲,1773107,2262150808
201402,臺灣,食,40(含)-45歲,1815644,2368481437
201402,臺灣,食,45(含)-50歲,1681701,2288566178
201402,臺灣,食,50(含)-55歲,1293934,1860987178
201402,臺灣,食,55(含)-60歲,889608,1331941769
201402,臺灣,食,60(含)-65歲,566578,843432616
201402,臺灣,食,65(含)-70歲,221312,330491773
201402,臺灣,食,70(含)-75歲,98772,145874523
201402,臺灣,食,75(含)-80歲,41405,64725016
201402,臺灣,食,80(含)歲以上,33955,58022111
201402,臺灣,衣,未滿20歲,2939,6535489
201402,臺灣,衣,20(含)-25歲,60646,136091899
201402,臺灣,衣,25(含)-30歲,159889,391019259
201402,臺灣,衣,30(含)-35歲,261602,660495784
201402,臺灣,衣,35(含)-40歲,276657,698346989
201402,臺灣,衣,40(含)-45歲,248245,669338672
201402,臺灣,衣,45(含)-50歲,212537,646888132
201402,臺灣,衣,50(含)-55歲,150475,525241156
201402,臺灣,衣,55(含)-60歲,88873,349343553
201402,臺灣,衣,60(含)-65歲,46319,182950676
201402,臺灣,衣,65(含)-70歲,14054,54841596
201402,臺灣,衣,70(含)-75歲,5096,20172473
201402,臺灣,衣,75(含)-80歲,1594,6305348
201402,臺灣,衣,80(含)歲以上,3812,15643522
201402,臺灣,住,未滿20歲,2017,13400404
201402,臺灣,住,20(含)-25歲,38976,128264391
201402,臺灣,住,25(含)-30歲,147754,524172589
201402,臺灣,住,30(含)-35歲,271845,1059674125
201402,臺灣,住,35(含)-40歲,318993,1315914126
201402,臺灣,住,40(含)-45歲,309831,1356416697
201402,臺灣,住,45(含)-50歲,279751,1345678422
201402,臺灣,住,50(含)-55歲,210768,993613165
201402,臺灣,住,55(含)-60歲,141969,798608640
201402,臺灣,住,60(含)-65歲,81925,425876372
201402,臺灣,住,65(含)-70歲,30253,153133091
201402,臺灣,住,70(含)-75歲,12377,61057855
201402,臺灣,住,75(含)-80歲,5208,28152429
201402,臺灣,住,80(含)歲以上,5686,38857915
201402,臺灣,行,未滿20歲,16466,17961438
201402,臺灣,行,20(含)-25歲,319231,234880885
201402,臺灣,行,25(含)-30歲,1174419,1032850089
201402,臺灣,行,30(含)-35歲,1930330,1940154124
201402,臺灣,行,35(含)-40歲,2012059,2279403938
201402,臺灣,行,40(含)-45歲,1857835,2256969701
201402,臺灣,行,45(含)-50歲,1648937,2063947800
201402,臺灣,行,50(含)-55歲,1323096,1681566299
201402,臺灣,行,55(含)-60歲,895836,1153648358
201402,臺灣,行,60(含)-65歲,501987,638719515
201402,臺灣,行,65(含)-70歲,165778,200187360
201402,臺灣,行,70(含)-75歲,58861,71246265
201402,臺灣,行,75(含)-80歲,17630,21791675
201402,臺灣,行,80(含)歲以上,18709,26245779
201402,臺灣,文教康樂,未滿20歲,8386,36451518
201402,臺灣,文教康樂,20(含)-25歲,166557,540994316
201402,臺灣,文教康樂,25(含)-30歲,470014,1663967297
201402,臺灣,文教康樂,30(含)-35歲,640731,2611014581
201402,臺灣,文教康樂,35(含)-40歲,649298,2841205751
201402,臺灣,文教康樂,40(含)-45歲,627157,3331072720
201402,臺灣,文教康樂,45(含)-50歲,560247,4171470316
201402,臺灣,文教康樂,50(含)-55歲,382558,3373972296
201402,臺灣,文教康樂,55(含)-60歲,212451,1786053061
201402,臺灣,文教康樂,60(含)-65歲,112938,896576116
201402,臺灣,文教康樂,65(含)-70歲,40024,337354866
201402,臺灣,文教康樂,70(含)-75歲,16340,140740856
201402,臺灣,文教康樂,75(含)-80歲,5980,51840983
201402,臺灣,文教康樂,80(含)歲以上,9984,90833046
201402,臺灣,百貨,未滿20歲,8152,17469417
201402,臺灣,百貨,20(含)-25歲,176784,394263447
201402,臺灣,百貨,25(含)-30歲,572122,1418347137
201402,臺灣,百貨,30(含)-35歲,949180,2365616958
201402,臺灣,百貨,35(含)-40歲,1036620,2600229228
201402,臺灣,百貨,40(含)-45歲,929511,2487962078
201402,臺灣,百貨,45(含)-50歲,770818,2273845789
201402,臺灣,百貨,50(含)-55歲,532371,1753504577
201402,臺灣,百貨,55(含)-60歲,327536,1124539905
201402,臺灣,百貨,60(含)-65歲,183916,626386454
201402,臺灣,百貨,65(含)-70歲,63894,212520928
201402,臺灣,百貨,70(含)-75歲,26411,87721518
201402,臺灣,百貨,75(含)-80歲,10962,35657989
201402,臺灣,百貨,80(含)歲以上,12089,37065687
201402,臺灣,其他,未滿20歲,12722,30468780
201402,臺灣,其他,20(含)-25歲,316370,719316864
201402,臺灣,其他,25(含)-30歲,1233148,2816768198
201402,臺灣,其他,30(含)-35歲,2252985,5537045212
201402,臺灣,其他,35(含)-40歲,2620194,7139222661
201402,臺灣,其他,40(含)-45歲,2397488,7334700872
201402,臺灣,其他,45(含)-50歲,2037063,7267217577
201402,臺灣,其他,50(含)-55歲,1437113,5749734611
201402,臺灣,其他,55(含)-60歲,877008,3751109998
201402,臺灣,其他,60(含)-65歲,467333,2034663368
201402,臺灣,其他,65(含)-70歲,143918,649555054
201402,臺灣,其他,70(含)-75歲,51825,275369336
201402,臺灣,其他,75(含)-80歲,16705,77062692
201402,臺灣,其他,80(含)歲以上,29795,170353937
201403,臺灣,食,未滿20歲,11040,15577922
201403,臺灣,食,20(含)-25歲,241623,253257996
201403,臺灣,食,25(含)-30歲,870437,1053371812
201403,臺灣,食,30(含)-35歲,1641908,2067742814
201403,臺灣,食,35(含)-40歲,2047167,2514833090
201403,臺灣,食,40(含)-45歲,2085952,2534692219
201403,臺灣,食,45(含)-50歲,1918107,2395896159
201403,臺灣,食,50(含)-55歲,1489233,1950377970
201403,臺灣,食,55(含)-60歲,1047248,1428457491
201403,臺灣,食,60(含)-65歲,679662,914393444
201403,臺灣,食,65(含)-70歲,270553,349431820
201403,臺灣,食,70(含)-75歲,120324,153144651
201403,臺灣,食,75(含)-80歲,50261,63772980
201403,臺灣,食,80(含)歲以上,40017,56590284
201403,臺灣,衣,未滿20歲,3107,7243289
201403,臺灣,衣,20(含)-25歲,68311,144471637
201403,臺灣,衣,25(含)-30歲,188035,449787205
201403,臺灣,衣,30(含)-35歲,310964,765980213
201403,臺灣,衣,35(含)-40歲,320437,815304810
201403,臺灣,衣,40(含)-45歲,268582,732086988
201403,臺灣,衣,45(含)-50歲,223570,698210701
201403,臺灣,衣,50(含)-55歲,158918,565746240
201403,臺灣,衣,55(含)-60歲,99317,388657414
201403,臺灣,衣,60(含)-65歲,52801,209815925
201403,臺灣,衣,65(含)-70歲,16895,67062070
201403,臺灣,衣,70(含)-75歲,5655,23343381
201403,臺灣,衣,75(含)-80歲,1840,7988782
201403,臺灣,衣,80(含)歲以上,4384,17243365
201403,臺灣,住,未滿20歲,1905,13572716
201403,臺灣,住,20(含)-25歲,38988,129856043
201403,臺灣,住,25(含)-30歲,148759,551300561
201403,臺灣,住,30(含)-35歲,275588,1123408574
201403,臺灣,住,35(含)-40歲,318838,1372108081
201403,臺灣,住,40(含)-45歲,303138,1376603327
201403,臺灣,住,45(含)-50歲,272041,1384246407
201403,臺灣,住,50(含)-55歲,210552,1061009267
201403,臺灣,住,55(含)-60歲,149053,909231948
201403,臺灣,住,60(含)-65歲,88609,506021697
201403,臺灣,住,65(含)-70歲,33498,178482937
201403,臺灣,住,70(含)-75歲,13640,69082717
201403,臺灣,住,75(含)-80歲,5728,30127486
201403,臺灣,住,80(含)歲以上,6475,49456485
201403,臺灣,行,未滿20歲,21268,21277161
201403,臺灣,行,20(含)-25歲,385632,278409746
201403,臺灣,行,25(含)-30歲,1346690,1164284026
201403,臺灣,行,30(含)-35歲,2183094,2179247881
201403,臺灣,行,35(含)-40歲,2264070,2566911804
201403,臺灣,行,40(含)-45歲,2074066,2555568985
201403,臺灣,行,45(含)-50歲,1843937,2333343187
201403,臺灣,行,50(含)-55歲,1479683,1904444461
201403,臺灣,行,55(含)-60歲,1020498,1326333090
201403,臺灣,行,60(含)-65歲,582357,754575762
201403,臺灣,行,65(含)-70歲,197247,242142950
201403,臺灣,行,70(含)-75歲,70241,86801387
201403,臺灣,行,75(含)-80歲,21692,27757997
201403,臺灣,行,80(含)歲以上,21491,30295247
201403,臺灣,文教康樂,未滿20歲,7977,31764316
201403,臺灣,文教康樂,20(含)-25歲,179149,533480674
201403,臺灣,文教康樂,25(含)-30歲,513796,1789609189
201403,臺灣,文教康樂,30(含)-35歲,684700,2842620402
201403,臺灣,文教康樂,35(含)-40歲,659152,2921144394
201403,臺灣,文教康樂,40(含)-45歲,580358,2778143230
201403,臺灣,文教康樂,45(含)-50歲,477179,2578799705
201403,臺灣,文教康樂,50(含)-55歲,340441,2269391942
201403,臺灣,文教康樂,55(含)-60歲,219017,1766572646
201403,臺灣,文教康樂,60(含)-65歲,128730,1168918133
201403,臺灣,文教康樂,65(含)-70歲,48914,491740180
201403,臺灣,文教康樂,70(含)-75歲,20398,218293681
201403,臺灣,文教康樂,75(含)-80歲,7575,86493483
201403,臺灣,文教康樂,80(含)歲以上,10648,92410116
201403,臺灣,百貨,未滿20歲,7794,15021137
201403,臺灣,百貨,20(含)-25歲,175387,354688882
201403,臺灣,百貨,25(含)-30歲,577195,1340906816
201403,臺灣,百貨,30(含)-35歲,973930,2355351174
201403,臺灣,百貨,35(含)-40歲,1053183,2609905889
201403,臺灣,百貨,40(含)-45歲,904990,2391849772
201403,臺灣,百貨,45(含)-50歲,737875,2182429583
201403,臺灣,百貨,50(含)-55歲,517644,1705414442
201403,臺灣,百貨,55(含)-60歲,336264,1161158544
201403,臺灣,百貨,60(含)-65歲,199361,682423703
201403,臺灣,百貨,65(含)-70歲,72526,249268975
201403,臺灣,百貨,70(含)-75歲,29510,99959988
201403,臺灣,百貨,75(含)-80歲,12813,39677847
201403,臺灣,百貨,80(含)歲以上,13418,39007372
201403,臺灣,其他,未滿20歲,15733,26774436
201403,臺灣,其他,20(含)-25歲,367568,784434947
201403,臺灣,其他,25(含)-30歲,1420658,3241748272
201403,臺灣,其他,30(含)-35歲,2590990,6429610096
201403,臺灣,其他,35(含)-40歲,3006318,8346548943
201403,臺灣,其他,40(含)-45歲,2715659,8513688084
201403,臺灣,其他,45(含)-50歲,2292943,8051222547
201403,臺灣,其他,50(含)-55歲,1630054,6508485310
201403,臺灣,其他,55(含)-60歲,1011868,4593611504
201403,臺灣,其他,60(含)-65歲,546882,2738575611
201403,臺灣,其他,65(含)-70歲,172656,902525150
201403,臺灣,其他,70(含)-75歲,61670,350255988
201403,臺灣,其他,75(含)-80歲,19858,122896814
201403,臺灣,其他,80(含)歲以上,34378,203567747
201404,臺灣,食,未滿20歲,10164,14507750
201404,臺灣,食,20(含)-25歲,226732,234436554
201404,臺灣,食,25(含)-30歲,821990,974546135
201404,臺灣,食,30(含)-35歲,1564101,1933643572
201404,臺灣,食,35(含)-40歲,1968782,2353659664
201404,臺灣,食,40(含)-45歲,2015270,2426056770
201404,臺灣,食,45(含)-50歲,1866546,2319856428
201404,臺灣,食,50(含)-55歲,1455507,1884917346
201404,臺灣,食,55(含)-60歲,1022889,1354807709
201404,臺灣,食,60(含)-65歲,659438,879671977
201404,臺灣,食,65(含)-70歲,267168,344814972
201404,臺灣,食,70(含)-75歲,117398,147602025
201404,臺灣,食,75(含)-80歲,48680,59476854
201404,臺灣,食,80(含)歲以上,38981,54244404
201404,臺灣,衣,未滿20歲,2931,6479200
201404,臺灣,衣,20(含)-25歲,65832,136350578
201404,臺灣,衣,25(含)-30歲,186134,433262083
201404,臺灣,衣,30(含)-35歲,314754,770228133
201404,臺灣,衣,35(含)-40歲,326539,810477878
201404,臺灣,衣,40(含)-45歲,269685,715712832
201404,臺灣,衣,45(含)-50歲,217284,655811451
201404,臺灣,衣,50(含)-55歲,151338,530499761
201404,臺灣,衣,55(含)-60歲,92697,368586346
201404,臺灣,衣,60(含)-65歲,49805,199579275
201404,臺灣,衣,65(含)-70歲,16467,70120103
201404,臺灣,衣,70(含)-75歲,5756,26314629
201404,臺灣,衣,75(含)-80歲,1807,7864012
201404,臺灣,衣,80(含)歲以上,4436,17856249
201404,臺灣,住,未滿20歲,1731,17693369
201404,臺灣,住,20(含)-25歲,36578,137681591
201404,臺灣,住,25(含)-30歲,140256,567970441
201404,臺灣,住,30(含)-35歲,262331,1182005728
201404,臺灣,住,35(含)-40歲,310493,1492385003
201404,臺灣,住,40(含)-45歲,296732,1502665152
201404,臺灣,住,45(含)-50歲,268932,1476976961
201404,臺灣,住,50(含)-55歲,208418,1146762371
201404,臺灣,住,55(含)-60歲,145028,929766180
201404,臺灣,住,60(含)-65歲,85799,512051149
201404,臺灣,住,65(含)-70歲,33416,183907408
201404,臺灣,住,70(含)-75歲,13417,67280194
201404,臺灣,住,75(含)-80歲,5579,26470775
201404,臺灣,住,80(含)歲以上,6269,49060790
201404,臺灣,行,未滿20歲,19536,21768951
201404,臺灣,行,20(含)-25歲,371531,258826025
201404,臺灣,行,25(含)-30歲,1292687,1095179662
201404,臺灣,行,30(含)-35歲,2101572,2053325041
201404,臺灣,行,35(含)-40歲,2187654,2439671446
201404,臺灣,行,40(含)-45歲,2004453,2419405798
201404,臺灣,行,45(含)-50歲,1778547,2227197223
201404,臺灣,行,50(含)-55歲,1426996,1817931890
201404,臺灣,行,55(含)-60歲,979601,1259788641
201404,臺灣,行,60(含)-65歲,557089,706364546
201404,臺灣,行,65(含)-70歲,191932,231013688
201404,臺灣,行,70(含)-75歲,67107,82204156
201404,臺灣,行,75(含)-80歲,20555,24933553
201404,臺灣,行,80(含)歲以上,20616,28518821
201404,臺灣,文教康樂,未滿20歲,7178,32211246
201404,臺灣,文教康樂,20(含)-25歲,170366,510357880
201404,臺灣,文教康樂,25(含)-30歲,482216,1712458784
201404,臺灣,文教康樂,30(含)-35歲,643841,2715167232
201404,臺灣,文教康樂,35(含)-40歲,626029,2901491678
201404,臺灣,文教康樂,40(含)-45歲,549076,2792894066
201404,臺灣,文教康樂,45(含)-50歲,450681,2643486826
201404,臺灣,文教康樂,50(含)-55歲,322811,2384610737
201404,臺灣,文教康樂,55(含)-60歲,207555,1924798433
201404,臺灣,文教康樂,60(含)-65歲,122938,1282770258
201404,臺灣,文教康樂,65(含)-70歲,47919,578580900
201404,臺灣,文教康樂,70(含)-75歲,20132,265231190
201404,臺灣,文教康樂,75(含)-80歲,7367,92122068
201404,臺灣,文教康樂,80(含)歲以上,10604,107567806
201404,臺灣,百貨,未滿20歲,7210,15403431
201404,臺灣,百貨,20(含)-25歲,181814,407156949
201404,臺灣,百貨,25(含)-30歲,613325,1614866263
201404,臺灣,百貨,30(含)-35歲,1044127,2866720434
201404,臺灣,百貨,35(含)-40歲,1128412,3171764360
201404,臺灣,百貨,40(含)-45歲,968586,2871960368
201404,臺灣,百貨,45(含)-50歲,789894,2628619939
201404,臺灣,百貨,50(含)-55歲,559238,2118265249
201404,臺灣,百貨,55(含)-60歲,363821,1473657239
201404,臺灣,百貨,60(含)-65歲,210913,845742256
201404,臺灣,百貨,65(含)-70歲,79341,308214810
201404,臺灣,百貨,70(含)-75歲,31645,121227319
201404,臺灣,百貨,75(含)-80歲,13622,49451761
201404,臺灣,百貨,80(含)歲以上,13342,47482145
201404,臺灣,其他,未滿20歲,14880,28136317
201404,臺灣,其他,20(含)-25歲,350073,747883378
201404,臺灣,其他,25(含)-30歲,1359056,3113726892
201404,臺灣,其他,30(含)-35歲,2476571,6318563782
201404,臺灣,其他,35(含)-40歲,2886080,8323166909
201404,臺灣,其他,40(含)-45歲,2595664,8419766010
201404,臺灣,其他,45(含)-50歲,2192020,7934730564
201404,臺灣,其他,50(含)-55歲,1550828,6367076312
201404,臺灣,其他,55(含)-60歲,964864,4425822843
201404,臺灣,其他,60(含)-65歲,520836,2615933105
201404,臺灣,其他,65(含)-70歲,168215,885091187
201404,臺灣,其他,70(含)-75歲,59038,360732979
201404,臺灣,其他,75(含)-80歲,18861,111771871
201404,臺灣,其他,80(含)歲以上,34244,197646602
201405,臺灣,食,未滿20歲,11292,16762334
201405,臺灣,食,20(含)-25歲,254816,281057267
201405,臺灣,食,25(含)-30歲,922908,1160481628
201405,臺灣,食,30(含)-35歲,1736998,2267392794
201405,臺灣,食,35(含)-40歲,2174036,2758950679
201405,臺灣,食,40(含)-45歲,2203049,2824519075
201405,臺灣,食,45(含)-50歲,2032050,2667731161
201405,臺灣,食,50(含)-55歲,1578831,2205191907
201405,臺灣,食,55(含)-60歲,1108945,1572181707
201405,臺灣,食,60(含)-65歲,713873,1003056629
201405,臺灣,食,65(含)-70歲,287743,392086786
201405,臺灣,食,70(含)-75歲,125338,165784656
201405,臺灣,食,75(含)-80歲,51817,67327351
201405,臺灣,食,80(含)歲以上,41897,60367896
201405,臺灣,衣,未滿20歲,3453,6978353
201405,臺灣,衣,20(含)-25歲,76301,153229898
201405,臺灣,衣,25(含)-30歲,208068,474854234
201405,臺灣,衣,30(含)-35歲,340456,816598032
201405,臺灣,衣,35(含)-40歲,353968,868504176
201405,臺灣,衣,40(含)-45歲,299219,787938115
201405,臺灣,衣,45(含)-50歲,241546,727435732
201405,臺灣,衣,50(含)-55歲,166000,567083432
201405,臺灣,衣,55(含)-60歲,100804,381452202
201405,臺灣,衣,60(含)-65歲,54117,210813246
201405,臺灣,衣,65(含)-70歲,17724,71241681
201405,臺灣,衣,70(含)-75歲,6108,23863515
201405,臺灣,衣,75(含)-80歲,1959,7969088
201405,臺灣,衣,80(含)歲以上,4863,19076474
201405,臺灣,住,未滿20歲,2143,20187231
201405,臺灣,住,20(含)-25歲,39832,139910183
201405,臺灣,住,25(含)-30歲,155655,612760631
201405,臺灣,住,30(含)-35歲,289968,1250990323
201405,臺灣,住,35(含)-40歲,340780,1556472330
201405,臺灣,住,40(含)-45歲,322984,1552278610
201405,臺灣,住,45(含)-50歲,290943,1528565239
201405,臺灣,住,50(含)-55歲,225389,1183829034
201405,臺灣,住,55(含)-60歲,157129,937962228
201405,臺灣,住,60(含)-65歲,93216,550494530
201405,臺灣,住,65(含)-70歲,35448,202718715
201405,臺灣,住,70(含)-75歲,14291,79136264
201405,臺灣,住,75(含)-80歲,5783,28312762
201405,臺灣,住,80(含)歲以上,6612,46554571
201405,臺灣,行,未滿20歲,21091,23372395
201405,臺灣,行,20(含)-25歲,400433,291599516
201405,臺灣,行,25(含)-30歲,1375562,1192295855
201405,臺灣,行,30(含)-35歲,2227870,2202216590
201405,臺灣,行,35(含)-40歲,2333761,2638974183
201405,臺灣,行,40(含)-45歲,2128574,2610249950
201405,臺灣,行,45(含)-50歲,1875067,2375212745
201405,臺灣,行,50(含)-55歲,1499003,1922901656
201405,臺灣,行,55(含)-60歲,1022718,1317902862
201405,臺灣,行,60(含)-65歲,578195,739670762
201405,臺灣,行,65(含)-70歲,197407,237073444
201405,臺灣,行,70(含)-75歲,69122,83997800
201405,臺灣,行,75(含)-80歲,20944,25736815
201405,臺灣,行,80(含)歲以上,21581,30528674
201405,臺灣,文教康樂,未滿20歲,8251,47023452
201405,臺灣,文教康樂,20(含)-25歲,188251,572019262
201405,臺灣,文教康樂,25(含)-30歲,524493,1812537799
201405,臺灣,文教康樂,30(含)-35歲,683925,2877863267
201405,臺灣,文教康樂,35(含)-40歲,660667,3228596808
201405,臺灣,文教康樂,40(含)-45歲,578117,3337376507
201405,臺灣,文教康樂,45(含)-50歲,475738,3189814456
201405,臺灣,文教康樂,50(含)-55歲,332081,2712104206
201405,臺灣,文教康樂,55(含)-60歲,208990,2069009555
201405,臺灣,文教康樂,60(含)-65歲,122851,1436123155
201405,臺灣,文教康樂,65(含)-70歲,47502,643742917
201405,臺灣,文教康樂,70(含)-75歲,19579,282247259
201405,臺灣,文教康樂,75(含)-80歲,7226,111589464
201405,臺灣,文教康樂,80(含)歲以上,10894,115882106
201405,臺灣,百貨,未滿20歲,8610,19521623
201405,臺灣,百貨,20(含)-25歲,199292,416573538
201405,臺灣,百貨,25(含)-30歲,645335,1542777370
201405,臺灣,百貨,30(含)-35歲,1080840,2643640335
201405,臺灣,百貨,35(含)-40歲,1171475,2927175600
201405,臺灣,百貨,40(含)-45歲,1011602,2716475697
201405,臺灣,百貨,45(含)-50歲,836617,2508968691
201405,臺灣,百貨,50(含)-55歲,595552,2016544264
201405,臺灣,百貨,55(含)-60歲,388549,1414462052
201405,臺灣,百貨,60(含)-65歲,229431,800353735
201405,臺灣,百貨,65(含)-70歲,85340,293469258
201405,臺灣,百貨,70(含)-75歲,33871,114084362
201405,臺灣,百貨,75(含)-80歲,14580,47061792
201405,臺灣,百貨,80(含)歲以上,14496,45055978
201405,臺灣,其他,未滿20歲,16297,31423474
201405,臺灣,其他,20(含)-25歲,383582,837207202
201405,臺灣,其他,25(含)-30歲,1499298,4052555010
201405,臺灣,其他,30(含)-35歲,2688335,9269295722
201405,臺灣,其他,35(含)-40歲,3085476,12517029883
201405,臺灣,其他,40(含)-45歲,2747001,13487595538
201405,臺灣,其他,45(含)-50歲,2312698,13168409987
201405,臺灣,其他,50(含)-55歲,1650572,11653107125
201405,臺灣,其他,55(含)-60歲,1024871,8716120880
201405,臺灣,其他,60(含)-65歲,557800,6641842958
201405,臺灣,其他,65(含)-70歲,180061,2398454791
201405,臺灣,其他,70(含)-75歲,63997,893094917
201405,臺灣,其他,75(含)-80歲,21315,428436404
201405,臺灣,其他,80(含)歲以上,36201,337707207
201406,臺灣,食,未滿20歲,12190,19183157
201406,臺灣,食,20(含)-25歲,255101,271955915
201406,臺灣,食,25(含)-30歲,913107,1080487735
201406,臺灣,食,30(含)-35歲,1727690,2127749144
201406,臺灣,食,35(含)-40歲,2180173,2623792871
201406,臺灣,食,40(含)-45歲,2205807,2688454452
201406,臺灣,食,45(含)-50歲,2040637,2566208059
201406,臺灣,食,50(含)-55歲,1578746,2087834649
201406,臺灣,食,55(含)-60歲,1100134,1475602348
201406,臺灣,食,60(含)-65歲,707709,934630983
201406,臺灣,食,65(含)-70歲,285588,366705293
201406,臺灣,食,70(含)-75歲,123541,153289836
201406,臺灣,食,75(含)-80歲,51145,64083555
201406,臺灣,食,80(含)歲以上,41132,59140384
201406,臺灣,衣,未滿20歲,3671,7994526
