年月,地區,信用卡產業別,年齡層,信用卡交易筆數,信用卡交易金額[新臺幣],編號
202302,臺灣,百貨,80(含)歲以上,88824,136196904,10766
202302,臺灣,其他,未滿20歲,75077,77890167,10767
202302,臺灣,其他,20(含)-25歲,792482,1110359245,10768
202302,臺灣,其他,25(含)-30歲,2197802,3821993351,10769
202302,臺灣,其他,30(含)-35歲,2944474,5760526626,10770
202302,臺灣,其他,35(含)-40歲,3277145,6862709728,10771
202302,臺灣,其他,40(含)-45歲,3895786,8821358687,10772
202302,臺灣,其他,45(含)-50歲,3467674,8897393379,10773
202302,臺灣,其他,50(含)-55歲,2842765,8178795403,10774
202302,臺灣,其他,55(含)-60歲,2078392,6262970903,10775
202302,臺灣,其他,60(含)-65歲,1310933,4291963961,10776
202302,臺灣,其他,65(含)-70歲,730803,2555702774,10777
202302,臺灣,其他,70(含)-75歲,349355,1244045138,10778
202302,臺灣,其他,75(含)-80歲,95559,402234818,10779
202302,臺灣,其他,80(含)歲以上,53700,198478512,10780
202303,臺灣,食,未滿20歲,583808,137994560,10781
202303,臺灣,食,20(含)-25歲,4889568,1459691765,10782
202303,臺灣,食,25(含)-30歲,9440377,3521178961,10783
202303,臺灣,食,30(含)-35歲,10074811,4136104130,10784
202303,臺灣,食,35(含)-40歲,9193380,4039269799,10785
202303,臺灣,食,40(含)-45歲,8739027,4269143622,10786
202303,臺灣,食,45(含)-50歲,6085945,3402177283,10787
202303,臺灣,食,50(含)-55歲,3859687,2596189376,10788
202303,臺灣,食,55(含)-60歲,2313684,1920999941,10789
202303,臺灣,食,60(含)-65歲,1261465,1315929598,10790
202303,臺灣,食,65(含)-70歲,698002,835547416,10791
202303,臺灣,食,70(含)-75歲,361801,462936223,10792
202303,臺灣,食,75(含)-80歲,117587,155048589,10793
202303,臺灣,食,80(含)歲以上,61617,85658295,10794
202303,臺灣,衣,未滿20歲,20936,31581960,10795
202303,臺灣,衣,20(含)-25歲,190187,303447707,10796
202303,臺灣,衣,25(含)-30歲,418435,837224355,10797
202303,臺灣,衣,30(含)-35歲,529690,1150417449,10798
202303,臺灣,衣,35(含)-40歲,527523,1141842515,10799
202303,臺灣,衣,40(含)-45歲,480777,1090613579,10800
202303,臺灣,衣,45(含)-50歲,319471,807851198,10801
202303,臺灣,衣,50(含)-55歲,225792,649170532,10802
202303,臺灣,衣,55(含)-60歲,160069,504855550,10803
202303,臺灣,衣,60(含)-65歲,102447,343444170,10804
202303,臺灣,衣,65(含)-70歲,56986,207821452,10805
202303,臺灣,衣,70(含)-75歲,25557,99267005,10806
202303,臺灣,衣,75(含)-80歲,6424,25712405,10807
202303,臺灣,衣,80(含)歲以上,3378,17071879,10808
202303,臺灣,住,未滿20歲,27775,34589854,10809
202303,臺灣,住,20(含)-25歲,258440,395331255,10810
202303,臺灣,住,25(含)-30歲,610607,1342906477,10811
202303,臺灣,住,30(含)-35歲,749246,1911713441,10812
202303,臺灣,住,35(含)-40歲,768101,2099434125,10813
202303,臺灣,住,40(含)-45歲,776191,2251559844,10814
202303,臺灣,住,45(含)-50歲,565494,1962161857,10815
202303,臺灣,住,50(含)-55歲,427759,1672373811,10816
202303,臺灣,住,55(含)-60歲,314467,1402162825,10817
202303,臺灣,住,60(含)-65歲,205382,973276330,10818
202303,臺灣,住,65(含)-70歲,121627,621375464,10819
202303,臺灣,住,70(含)-75歲,60759,291009379,10820
202303,臺灣,住,75(含)-80歲,17576,91156324,10821
202303,臺灣,住,80(含)歲以上,8988,46364667,10822
202303,臺灣,行,未滿20歲,218576,95702114,10823
202303,臺灣,行,20(含)-25歲,1836297,973614382,10824
202303,臺灣,行,25(含)-30歲,3719775,2764650887,10825
202303,臺灣,行,30(含)-35歲,4147337,3718471101,10826
202303,臺灣,行,35(含)-40歲,4109032,4219054985,10827
202303,臺灣,行,40(含)-45歲,4482566,5139184391,10828
202303,臺灣,行,45(含)-50歲,3767145,4890660914,10829
202303,臺灣,行,50(含)-55歲,3090761,4352258941,10830
202303,臺灣,行,55(含)-60歲,2294977,3410023789,10831
202303,臺灣,行,60(含)-65歲,1507219,2315392253,10832
202303,臺灣,行,65(含)-70歲,858942,1296775742,10833
202303,臺灣,行,70(含)-75歲,385982,581256576,10834
202303,臺灣,行,75(含)-80歲,97567,138713206,10835
202303,臺灣,行,80(含)歲以上,39544,65296635,10836
202303,臺灣,文教康樂,未滿20歲,93225,102126654,10837
202303,臺灣,文教康樂,20(含)-25歲,713701,1105450617,10838
202303,臺灣,文教康樂,25(含)-30歲,1563333,3181284265,10839
202303,臺灣,文教康樂,30(含)-35歲,1729670,3920548848,10840
202303,臺灣,文教康樂,35(含)-40歲,1683494,4195804743,10841
202303,臺灣,文教康樂,40(含)-45歲,1788597,5218406035,10842
202303,臺灣,文教康樂,45(含)-50歲,1323246,4640150988,10843
202303,臺灣,文教康樂,50(含)-55歲,891239,3675053550,10844
202303,臺灣,文教康樂,55(含)-60歲,579709,2862649160,10845
202303,臺灣,文教康樂,60(含)-65歲,341201,1997930856,10846
202303,臺灣,文教康樂,65(含)-70歲,190907,1329672361,10847
202303,臺灣,文教康樂,70(含)-75歲,91109,698159118,10848
202303,臺灣,文教康樂,75(含)-80歲,25520,225753885,10849
202303,臺灣,文教康樂,80(含)歲以上,14580,109198807,10850
202303,臺灣,百貨,未滿20歲,249719,210174510,10851
202303,臺灣,百貨,20(含)-25歲,2104353,1600722497,10852
202303,臺灣,百貨,25(含)-30歲,4748913,4980651069,10853
202303,臺灣,百貨,30(含)-35歲,5882584,6954880800,10854
202303,臺灣,百貨,35(含)-40歲,6380879,7943622926,10855
202303,臺灣,百貨,40(含)-45歲,7231390,9220155503,10856
202303,臺灣,百貨,45(含)-50歲,5957670,7982998462,10857
202303,臺灣,百貨,50(含)-55歲,4563854,6677990187,10858
202303,臺灣,百貨,55(含)-60歲,3343773,5172025562,10859
202303,臺灣,百貨,60(含)-65歲,2200872,3525298774,10860
202303,臺灣,百貨,65(含)-70歲,1391212,2117704771,10861
202303,臺灣,百貨,70(含)-75歲,739130,1085284561,10862
202303,臺灣,百貨,75(含)-80歲,214999,328837054,10863
202303,臺灣,百貨,80(含)歲以上,104112,171442936,10864
202303,臺灣,其他,未滿20歲,76736,85940737,10865
202303,臺灣,其他,20(含)-25歲,828130,1246404494,10866
202303,臺灣,其他,25(含)-30歲,2402830,4804932729,10867
202303,臺灣,其他,30(含)-35歲,3323509,7472647504,10868
202303,臺灣,其他,35(含)-40歲,3821212,9225969977,10869
202303,臺灣,其他,40(含)-45歲,4673498,12003166292,10870
202303,臺灣,其他,45(含)-50歲,4246588,11844733591,10871
202303,臺灣,其他,50(含)-55歲,3530412,10960828745,10872
202303,臺灣,其他,55(含)-60歲,2644549,8922676210,10873
202303,臺灣,其他,60(含)-65歲,1695332,6399845784,10874
202303,臺灣,其他,65(含)-70歲,944491,3536802643,10875
202303,臺灣,其他,70(含)-75歲,451158,1769113623,10876
202303,臺灣,其他,75(含)-80歲,122349,464636884,10877
202303,臺灣,其他,80(含)歲以上,67214,272999714,10878
202304,臺灣,食,未滿20歲,593016,145441419,10879
202304,臺灣,食,20(含)-25歲,4842464,1523582776,10880
202304,臺灣,食,25(含)-30歲,9349978,3665729368,10881
202304,臺灣,食,30(含)-35歲,10047585,4320838664,10882
202304,臺灣,食,35(含)-40歲,9272476,4253676137,10883
202304,臺灣,食,40(含)-45歲,8876766,4567824461,10884
202304,臺灣,食,45(含)-50歲,6230885,3681824184,10885
202304,臺灣,食,50(含)-55歲,3937299,2818712497,10886
202304,臺灣,食,55(含)-60歲,2346945,2066779338,10887
202304,臺灣,食,60(含)-65歲,1280018,1400253290,10888
202304,臺灣,食,65(含)-70歲,697781,870618949,10889
202304,臺灣,食,70(含)-75歲,357913,480275708,10890
202304,臺灣,食,75(含)-80歲,116734,164470591,10891
202304,臺灣,食,80(含)歲以上,60886,94557475,10892
202304,臺灣,衣,未滿20歲,25404,34858272,10893
202304,臺灣,衣,20(含)-25歲,212623,341694050,10894
202304,臺灣,衣,25(含)-30歲,451499,903447084,10895
202304,臺灣,衣,30(含)-35歲,562844,1251964835,10896
202304,臺灣,衣,35(含)-40歲,562206,1248236460,10897
202304,臺灣,衣,40(含)-45歲,530021,1218681214,10898
202304,臺灣,衣,45(含)-50歲,366640,895906342,10899
202304,臺灣,衣,50(含)-55歲,253267,693187396,10900
202304,臺灣,衣,55(含)-60歲,172087,563735973,10901
202304,臺灣,衣,60(含)-65歲,106107,358044461,10902
202304,臺灣,衣,65(含)-70歲,58845,214675195,10903
202304,臺灣,衣,70(含)-75歲,26475,98456187,10904
202304,臺灣,衣,75(含)-80歲,6654,30622681,10905
202304,臺灣,衣,80(含)歲以上,3694,14988961,10906
202304,臺灣,住,未滿20歲,28879,38843017,10907
202304,臺灣,住,20(含)-25歲,253489,434857020,10908
202304,臺灣,住,25(含)-30歲,609836,1522341373,10909
202304,臺灣,住,30(含)-35歲,753296,2201545325,10910
202304,臺灣,住,35(含)-40歲,778677,2464998420,10911
202304,臺灣,住,40(含)-45歲,803957,2740440196,10912
202304,臺灣,住,45(含)-50歲,597811,2349515288,10913
202304,臺灣,住,50(含)-55歲,449428,2012974037,10914
202304,臺灣,住,55(含)-60歲,326883,1627489043,10915
202304,臺灣,住,60(含)-65歲,211549,1117539110,10916
202304,臺灣,住,65(含)-70歲,121715,696616131,10917
202304,臺灣,住,70(含)-75歲,61007,339163834,10918
202304,臺灣,住,75(含)-80歲,18102,105417126,10919
202304,臺灣,住,80(含)歲以上,9417,53202707,10920
202304,臺灣,行,未滿20歲,216732,97263520,10921
202304,臺灣,行,20(含)-25歲,1806400,955410937,10922
202304,臺灣,行,25(含)-30歲,3670387,2661923601,10923
202304,臺灣,行,30(含)-35歲,4038953,3567186607,10924
202304,臺灣,行,35(含)-40歲,3971383,4012730741,10925
202304,臺灣,行,40(含)-45歲,4315382,4796580863,10926
202304,臺灣,行,45(含)-50歲,3624444,4544750117,10927
202304,臺灣,行,50(含)-55歲,2951359,4096292479,10928
202304,臺灣,行,55(含)-60歲,2177498,3153952514,10929
202304,臺灣,行,60(含)-65歲,1422843,2125993649,10930
202304,臺灣,行,65(含)-70歲,796150,1179293707,10931
202304,臺灣,行,70(含)-75歲,353588,509274401,10932
202304,臺灣,行,75(含)-80歲,88575,126549706,10933
202304,臺灣,行,80(含)歲以上,36288,57926748,10934
202304,臺灣,文教康樂,未滿20歲,94514,99474798,10935
202304,臺灣,文教康樂,20(含)-25歲,701823,1057224824,10936
202304,臺灣,文教康樂,25(含)-30歲,1562063,3009878300,10937
202304,臺灣,文教康樂,30(含)-35歲,1721363,3621092924,10938
202304,臺灣,文教康樂,35(含)-40歲,1686391,3825515408,10939
202304,臺灣,文教康樂,40(含)-45歲,1763177,4512086335,10940
202304,臺灣,文教康樂,45(含)-50歲,1281228,4053115318,10941
202304,臺灣,文教康樂,50(含)-55歲,856231,3265271343,10942
202304,臺灣,文教康樂,55(含)-60歲,557537,2554549251,10943
202304,臺灣,文教康樂,60(含)-65歲,329528,1828546382,10944
202304,臺灣,文教康樂,65(含)-70歲,183658,1207739400,10945
202304,臺灣,文教康樂,70(含)-75歲,87600,632693020,10946
202304,臺灣,文教康樂,75(含)-80歲,24359,193388981,10947
202304,臺灣,文教康樂,80(含)歲以上,13681,92900810,10948
202304,臺灣,百貨,未滿20歲,263332,217822383,10949
202304,臺灣,百貨,20(含)-25歲,2170105,1741354694,10950
202304,臺灣,百貨,25(含)-30歲,4914309,5384651057,10951
202304,臺灣,百貨,30(含)-35歲,6082189,7589387639,10952
202304,臺灣,百貨,35(含)-40歲,6617429,8586458552,10953
202304,臺灣,百貨,40(含)-45歲,7533814,10023705901,10954
202304,臺灣,百貨,45(含)-50歲,6233058,8763922683,10955
202304,臺灣,百貨,50(含)-55歲,4728756,7408213316,10956
202304,臺灣,百貨,55(含)-60歲,3393576,5647203633,10957
202304,臺灣,百貨,60(含)-65歲,2194004,3731871399,10958
202304,臺灣,百貨,65(含)-70歲,1357122,2218566195,10959
202304,臺灣,百貨,70(含)-75歲,715544,1124524717,10960
202304,臺灣,百貨,75(含)-80歲,209003,379392317,10961
202304,臺灣,百貨,80(含)歲以上,99739,169724130,10962
202304,臺灣,其他,未滿20歲,77745,76107504,10963
202304,臺灣,其他,20(含)-25歲,793321,1152760370,10964
202304,臺灣,其他,25(含)-30歲,2235053,4402085815,10965
202304,臺灣,其他,30(含)-35歲,3043641,6891025850,10966
202304,臺灣,其他,35(含)-40歲,3429264,8339505754,10967
202304,臺灣,其他,40(含)-45歲,4099690,10763362231,10968
202304,臺灣,其他,45(含)-50歲,3675889,10564397700,10969
202304,臺灣,其他,50(含)-55歲,3016190,9575902093,10970
202304,臺灣,其他,55(含)-60歲,2229522,7791331415,10971
202304,臺灣,其他,60(含)-65歲,1409932,5536962565,10972
202304,臺灣,其他,65(含)-70歲,773859,3108586896,10973
202304,臺灣,其他,70(含)-75歲,368403,1570877610,10974
202304,臺灣,其他,75(含)-80歲,99517,409556136,10975
202304,臺灣,其他,80(含)歲以上,55504,294378155,10976
202305,臺灣,食,未滿20歲,665980,156924013,10977
202305,臺灣,食,20(含)-25歲,5278081,1603840207,10978
202305,臺灣,食,25(含)-30歲,10018535,3844051308,10979
202305,臺灣,食,30(含)-35歲,10725815,4539571861,10980
202305,臺灣,食,35(含)-40歲,9817969,4466584928,10981
202305,臺灣,食,40(含)-45歲,9349643,4724351292,10982
202305,臺灣,食,45(含)-50歲,6583492,3878679576,10983
202305,臺灣,食,50(含)-55歲,4169497,2921668221,10984
202305,臺灣,食,55(含)-60歲,2477972,2135349050,10985
202305,臺灣,食,60(含)-65歲,1345963,1441294953,10986
202305,臺灣,食,65(含)-70歲,738942,905756509,10987
202305,臺灣,食,70(含)-75歲,375936,495356435,10988
202305,臺灣,食,75(含)-80歲,123384,169468420,10989
202305,臺灣,食,80(含)歲以上,63964,98512067,10990
202305,臺灣,衣,未滿20歲,24101,32746264,10991
202305,臺灣,衣,20(含)-25歲,208137,331756264,10992
202305,臺灣,衣,25(含)-30歲,448826,884592220,10993
202305,臺灣,衣,30(含)-35歲,561205,1209121095,10994
202305,臺灣,衣,35(含)-40歲,559680,1200672109,10995
202305,臺灣,衣,40(含)-45歲,530683,1214005057,10996
202305,臺灣,衣,45(含)-50歲,369042,942113346,10997
202305,臺灣,衣,50(含)-55歲,258204,714546298,10998
202305,臺灣,衣,55(含)-60歲,180136,552692318,10999
202305,臺灣,衣,60(含)-65歲,113463,387036026,11000
202305,臺灣,衣,65(含)-70歲,64136,225975713,11001
202305,臺灣,衣,70(含)-75歲,29113,103812715,11002
202305,臺灣,衣,75(含)-80歲,7473,28084075,11003
202305,臺灣,衣,80(含)歲以上,3974,16745590,11004
202305,臺灣,住,未滿20歲,28079,40496466,11005
202305,臺灣,住,20(含)-25歲,251640,416324622,11006
202305,臺灣,住,25(含)-30歲,605218,1426642849,11007
202305,臺灣,住,30(含)-35歲,755686,2094910225,11008
202305,臺灣,住,35(含)-40歲,773325,2268088201,11009
202305,臺灣,住,40(含)-45歲,789877,2482047096,11010
202305,臺灣,住,45(含)-50歲,584855,2166817927,11011
202305,臺灣,住,50(含)-55歲,439428,1840483204,11012
202305,臺灣,住,55(含)-60歲,320654,1484302461,11013
202305,臺灣,住,60(含)-65歲,208988,1021329575,11014
202305,臺灣,住,65(含)-70歲,122285,656582343,11015
202305,臺灣,住,70(含)-75歲,61272,314530189,11016
202305,臺灣,住,75(含)-80歲,18289,100035003,11017
202305,臺灣,住,80(含)歲以上,9679,51598062,11018
202305,臺灣,行,未滿20歲,228873,103932630,11019
202305,臺灣,行,20(含)-25歲,1898951,1014049308,11020
202305,臺灣,行,25(含)-30歲,3790306,2851375278,11021
202305,臺灣,行,30(含)-35歲,4218412,3713966137,11022
202305,臺灣,行,35(含)-40歲,4157557,4194464534,11023
202305,臺灣,行,40(含)-45歲,4532411,5071567363,11024
202305,臺灣,行,45(含)-50歲,3826125,4858324408,11025
202305,臺灣,行,50(含)-55歲,3125295,4257118841,11026
202305,臺灣,行,55(含)-60歲,2293289,3386472293,11027
202305,臺灣,行,60(含)-65歲,1492543,2265499664,11028
202305,臺灣,行,65(含)-70歲,837741,1260296804,11029
202305,臺灣,行,70(含)-75歲,372699,546671919,11030
202305,臺灣,行,75(含)-80歲,94625,138503277,11031
202305,臺灣,行,80(含)歲以上,38802,62408549,11032
202305,臺灣,文教康樂,未滿20歲,93434,115606781,11033
202305,臺灣,文教康樂,20(含)-25歲,700611,1133510627,11034
202305,臺灣,文教康樂,25(含)-30歲,1584931,3200753540,11035
202305,臺灣,文教康樂,30(含)-35歲,1772701,3924330062,11036
202305,臺灣,文教康樂,35(含)-40歲,1711300,4192425955,11037
202305,臺灣,文教康樂,40(含)-45歲,1779359,5165158607,11038
202305,臺灣,文教康樂,45(含)-50歲,1306233,4744935884,11039
202305,臺灣,文教康樂,50(含)-55歲,884889,3770082104,11040
202305,臺灣,文教康樂,55(含)-60歲,575846,2944716920,11041
202305,臺灣,文教康樂,60(含)-65歲,342200,2131922057,11042
202305,臺灣,文教康樂,65(含)-70歲,192944,1467179288,11043
202305,臺灣,文教康樂,70(含)-75歲,91893,758586005,11044
202305,臺灣,文教康樂,75(含)-80歲,26219,234385648,11045
202305,臺灣,文教康樂,80(含)歲以上,14198,106754255,11046
202305,臺灣,百貨,未滿20歲,283244,233541015,11047
202305,臺灣,百貨,20(含)-25歲,2283873,1731288691,11048
202305,臺灣,百貨,25(含)-30歲,5176735,5363723612,11049
202305,臺灣,百貨,30(含)-35歲,6446975,7689816192,11050
202305,臺灣,百貨,35(含)-40歲,6964765,8699370744,11051
202305,臺灣,百貨,40(含)-45歲,7882643,10075588534,11052
202305,臺灣,百貨,45(含)-50歲,6490965,8621486353,11053
202305,臺灣,百貨,50(含)-55歲,4913306,7208985933,11054
202305,臺灣,百貨,55(含)-60歲,3557576,5583226944,11055
202305,臺灣,百貨,60(含)-65歲,2312059,3760165306,11056
202305,臺灣,百貨,65(含)-70歲,1446904,2233691971,11057
202305,臺灣,百貨,70(含)-75歲,764718,1171448657,11058
202305,臺灣,百貨,75(含)-80歲,224775,345773386,11059
202305,臺灣,百貨,80(含)歲以上,106113,179850289,11060
202305,臺灣,其他,未滿20歲,86614,89473451,11061
202305,臺灣,其他,20(含)-25歲,878555,1487176629,11062
202305,臺灣,其他,25(含)-30歲,2619145,8422510971,11063
202305,臺灣,其他,30(含)-35歲,3560413,15292790177,11064
202305,臺灣,其他,35(含)-40歲,3956206,22670142984,11065
202305,臺灣,其他,40(含)-45歲,4753274,32560702751,11066
202305,臺灣,其他,45(含)-50歲,4327849,38756396659,11067
202305,臺灣,其他,50(含)-55歲,3597025,38059708761,11068
202305,臺灣,其他,55(含)-60歲,2696883,34520830445,11069
202305,臺灣,其他,60(含)-65歲,1719842,30695035828,11070
202305,臺灣,其他,65(含)-70歲,943477,21773596593,11071
202305,臺灣,其他,70(含)-75歲,450426,16257477388,11072
202305,臺灣,其他,75(含)-80歲,124630,6591340914,11073
202305,臺灣,其他,80(含)歲以上,68785,3053797646,11074
202306,臺灣,食,未滿20歲,621410,157026187,11075
202306,臺灣,食,20(含)-25歲,5103510,1552828479,11076
202306,臺灣,食,25(含)-30歲,9953508,3650944497,11077
202306,臺灣,食,30(含)-35歲,10692785,4277826451,11078
202306,臺灣,食,35(含)-40歲,9853529,4242629137,11079
202306,臺灣,食,40(含)-45歲,9468333,4509521465,11080
202306,臺灣,食,45(含)-50歲,6703399,3721586911,11081
202306,臺灣,食,50(含)-55歲,4247276,2819208664,11082
202306,臺灣,食,55(含)-60歲,2501630,2020564343,11083
202306,臺灣,食,60(含)-65歲,1347744,1328648997,11084
202306,臺灣,食,65(含)-70歲,731001,822892343,11085
202306,臺灣,食,70(含)-75歲,375995,459585772,11086
202306,臺灣,食,75(含)-80歲,122118,157854270,11087
202306,臺灣,食,80(含)歲以上,63534,91081993,11088
202306,臺灣,衣,未滿20歲,25193,33536287,11089
202306,臺灣,衣,20(含)-25歲,213593,333016842,11090
202306,臺灣,衣,25(含)-30歲,458883,868963693,11091
202306,臺灣,衣,30(含)-35歲,570355,1173026980,11092
202306,臺灣,衣,35(含)-40歲,576018,1186362997,11093
202306,臺灣,衣,40(含)-45歲,550897,1203680584,11094
202306,臺灣,衣,45(含)-50歲,386563,909899452,11095
202306,臺灣,衣,50(含)-55歲,267011,703469317,11096
202306,臺灣,衣,55(含)-60歲,180855,536579547,11097
202306,臺灣,衣,60(含)-65歲,111119,346225989,11098
202306,臺灣,衣,65(含)-70歲,61439,208546837,11099
202306,臺灣,衣,70(含)-75歲,28013,91721065,11100
202306,臺灣,衣,75(含)-80歲,7300,25248498,11101
202306,臺灣,衣,80(含)歲以上,3830,14027027,11102
202306,臺灣,住,未滿20歲,28474,44545469,11103
202306,臺灣,住,20(含)-25歲,255289,448997336,11104
202306,臺灣,住,25(含)-30歲,600117,1474372066,11105
202306,臺灣,住,30(含)-35歲,754091,2141925687,11106
202306,臺灣,住,35(含)-40歲,785482,2351591155,11107
202306,臺灣,住,40(含)-45歲,816608,2648763058,11108
202306,臺灣,住,45(含)-50歲,609302,2314141667,11109
202306,臺灣,住,50(含)-55歲,457939,1954559424,11110
202306,臺灣,住,55(含)-60歲,331097,1521196658,11111
202306,臺灣,住,60(含)-65歲,211390,1030205572,11112
202306,臺灣,住,65(含)-70歲,122432,623451780,11113
202306,臺灣,住,70(含)-75歲,61305,315061714,11114
202306,臺灣,住,75(含)-80歲,18588,101866582,11115
202306,臺灣,住,80(含)歲以上,9647,50710075,11116
202306,臺灣,行,未滿20歲,223178,101587944,11117
202306,臺灣,行,20(含)-25歲,1903715,1024999363,11118
202306,臺灣,行,25(含)-30歲,3744634,2722509113,11119
202306,臺灣,行,30(含)-35歲,4153089,3647061856,11120
202306,臺灣,行,35(含)-40歲,4088749,4077822310,11121
202306,臺灣,行,40(含)-45歲,4464735,4912956915,11122
202306,臺灣,行,45(含)-50歲,3772271,4757924868,11123
202306,臺灣,行,50(含)-55歲,3078159,4312789588,11124
202306,臺灣,行,55(含)-60歲,2252835,3310785296,11125
202306,臺灣,行,60(含)-65歲,1459894,2184685129,11126
202306,臺灣,行,65(含)-70歲,812931,1173845196,11127
202306,臺灣,行,70(含)-75歲,362162,520274714,11128
202306,臺灣,行,75(含)-80歲,92627,132922939,11129
202306,臺灣,行,80(含)歲以上,37350,58898670,11130
202306,臺灣,文教康樂,未滿20歲,93545,126237416,11131
202306,臺灣,文教康樂,20(含)-25歲,706536,1141790653,11132
202306,臺灣,文教康樂,25(含)-30歲,1556197,3026977570,11133
202306,臺灣,文教康樂,30(含)-35歲,1712176,3617878496,11134
202306,臺灣,文教康樂,35(含)-40歲,1668199,4005393857,11135
202306,臺灣,文教康樂,40(含)-45歲,1764178,5268466195,11136
202306,臺灣,文教康樂,45(含)-50歲,1311562,5067762400,11137
202306,臺灣,文教康樂,50(含)-55歲,883281,3937221021,11138
202306,臺灣,文教康樂,55(含)-60歲,568459,2820774951,11139
202306,臺灣,文教康樂,60(含)-65歲,332022,1925805836,11140
202306,臺灣,文教康樂,65(含)-70歲,183680,1246987150,11141
202306,臺灣,文教康樂,70(含)-75歲,87950,671227932,11142
202306,臺灣,文教康樂,75(含)-80歲,25003,207073909,11143
202306,臺灣,文教康樂,80(含)歲以上,13095,93676582,11144
202306,臺灣,百貨,未滿20歲,266672,224840243,11145
202306,臺灣,百貨,20(含)-25歲,2242889,1685172679,11146
202306,臺灣,百貨,25(含)-30歲,5129639,5007670836,11147
202306,臺灣,百貨,30(含)-35歲,6368725,7083143456,11148
202306,臺灣,百貨,35(含)-40歲,6932586,8098617915,11149
202306,臺灣,百貨,40(含)-45歲,7853140,9499193474,11150
202306,臺灣,百貨,45(含)-50歲,6478040,8321854939,11151
202306,臺灣,百貨,50(含)-55歲,4893239,6855944077,11152
202306,臺灣,百貨,55(含)-60歲,3516029,5187582856,11153
202306,臺灣,百貨,60(含)-65歲,2279207,3396718009,11154
202306,臺灣,百貨,65(含)-70歲,1422700,2054784988,11155
202306,臺灣,百貨,70(含)-75歲,755233,1040752763,11156
202306,臺灣,百貨,75(含)-80歲,221522,316202390,11157
202306,臺灣,百貨,80(含)歲以上,103397,161032884,11158
202306,臺灣,其他,未滿20歲,81606,83515856,11159
202306,臺灣,其他,20(含)-25歲,822540,1195039799,11160
202306,臺灣,其他,25(含)-30歲,2328761,4785879439,11161
202306,臺灣,其他,30(含)-35歲,3172663,7287260476,11162
202306,臺灣,其他,35(含)-40歲,3584862,8875376791,11163
202306,臺灣,其他,40(含)-45歲,4294802,11433325661,11164
202306,臺灣,其他,45(含)-50歲,3876628,11516795227,11165
202306,臺灣,其他,50(含)-55歲,3182749,10653467580,11166
202306,臺灣,其他,55(含)-60歲,2359390,9043819493,11167
202306,臺灣,其他,60(含)-65歲,1495592,6756909285,11168
202306,臺灣,其他,65(含)-70歲,829173,4141064292,11169
202306,臺灣,其他,70(含)-75歲,398027,1129839446,11170
202306,臺灣,其他,75(含)-80歲,108862,670501026,11171
202306,臺灣,其他,80(含)歲以上,59466,450448666,11172
202307,臺灣,食,未滿20歲,587206,153727239,11173
202307,臺灣,食,20(含)-25歲,5131718,1588568106,11174
202307,臺灣,食,25(含)-30歲,10634270,3963586903,11175
202307,臺灣,食,30(含)-35歲,11475575,4709471866,11176
202307,臺灣,食,35(含)-40歲,10586096,4613188263,11177
202307,臺灣,食,40(含)-45歲,10207312,4961629779,11178
202307,臺灣,食,45(含)-50歲,7276813,4121261673,11179
202307,臺灣,食,50(含)-55歲,4613244,3110882888,11180
202307,臺灣,食,55(含)-60歲,2733543,2220781816,11181
202307,臺灣,食,60(含)-65歲,1478346,1472138667,11182
202307,臺灣,食,65(含)-70歲,806968,903884019,11183
202307,臺灣,食,70(含)-75歲,415198,513743868,11184
202307,臺灣,食,75(含)-80歲,133465,175302353,11185
202307,臺灣,食,80(含)歲以上,67763,98723940,11186
202307,臺灣,衣,未滿20歲,26553,34736733,11187
202307,臺灣,衣,20(含)-25歲,212024,328909540,11188
202307,臺灣,衣,25(含)-30歲,457999,858408219,11189
202307,臺灣,衣,30(含)-35歲,566842,1167577676,11190
202307,臺灣,衣,35(含)-40歲,574651,1178943351,11191
202307,臺灣,衣,40(含)-45歲,558944,1182598899,11192
202307,臺灣,衣,45(含)-50歲,404012,934225843,11193
202307,臺灣,衣,50(含)-55歲,280358,724371597,11194
202307,臺灣,衣,55(含)-60歲,187891,553589310,11195
202307,臺灣,衣,60(含)-65歲,115254,355527515,11196
202307,臺灣,衣,65(含)-70歲,63380,214231237,11197
202307,臺灣,衣,70(含)-75歲,28481,92589130,11198
202307,臺灣,衣,75(含)-80歲,7313,26579205,11199
202307,臺灣,衣,80(含)歲以上,3857,14008096,11200
202307,臺灣,住,未滿20歲,31581,48937936,11201
202307,臺灣,住,20(含)-25歲,268807,447722955,11202
202307,臺灣,住,25(含)-30歲,617883,1502208357,11203
202307,臺灣,住,30(含)-35歲,769961,2196965219,11204
202307,臺灣,住,35(含)-40歲,809985,2418535936,11205
202307,臺灣,住,40(含)-45歲,871372,2899717640,11206
202307,臺灣,住,45(含)-50歲,674452,2673652505,11207
202307,臺灣,住,50(含)-55歲,499941,2168844171,11208
202307,臺灣,住,55(含)-60歲,351307,1645889781,11209
202307,臺灣,住,60(含)-65歲,221764,1069809847,11210
202307,臺灣,住,65(含)-70歲,127163,641270798,11211
202307,臺灣,住,70(含)-75歲,64851,332740545,11212
202307,臺灣,住,75(含)-80歲,20009,115861858,11213
202307,臺灣,住,80(含)歲以上,10269,57969841,11214
202307,臺灣,行,未滿20歲,214824,103256152,11215
202307,臺灣,行,20(含)-25歲,1902775,1028383699,11216
